State,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
F,L,-0.09,-0.20,1.35,316.71,-11.54,1.83,-8.92,37.30,-400.00
F,L,-0.00,-0.06,1.15,115.42,-28.63,-27.53,-7.48,37.51,-400.00
F,L,0.01,0.04,0.80,-1.22,-42.97,-23.07,-7.48,37.51,-400.00
F,L,-0.02,0.08,0.77,-3.42,-43.82,-14.83,-7.48,37.51,-400.00
F,L,-0.01,0.19,1.01,-11.54,-40.04,6.84,-6.79,37.61,-400.00
F,L,-0.04,0.13,0.67,-94.48,-43.33,39.43,-6.79,37.61,-400.00
F,L,-0.00,0.07,0.56,-64.58,-45.59,58.65,-6.79,37.61,-400.00
F,L,-0.00,-0.06,0.67,-38.21,-39.12,65.80,-5.65,37.54,-400.00
F,L,-0.11,-0.13,0.51,-35.77,-18.55,74.40,-5.65,37.54,-400.00
F,L,-0.10,-0.10,0.69,35.16,-8.61,55.11,-5.65,37.54,-400.00
F,L,-0.03,-0.12,0.55,51.03,-27.53,39.31,-5.65,37.54,-400.00
F,L,-0.03,-0.29,0.31,148.38,-16.78,33.02,-4.13,37.15,-400.00
F,L,-0.09,-0.21,1.02,264.16,-1.10,17.94,-4.13,37.15,-400.00
F,L,-0.13,-0.15,0.92,102.29,18.37,14.95,-4.13,37.15,-400.00
F,L,-0.09,-0.11,0.96,32.17,13.85,11.17,-3.54,37.59,-400.00
F,L,-0.09,-0.05,0.97,-98.33,11.60,16.30,-3.54,37.59,-400.00
F,L,-0.10,-0.05,0.74,-191.65,19.35,24.35,-3.54,37.59,-400.00
F,L,-0.04,-0.05,0.51,-137.57,16.85,28.63,-3.54,37.59,-400.00
F,L,0.07,-0.12,0.53,-70.07,14.53,36.13,-4.05,37.28,-400.00
F,L,-0.00,-0.26,0.49,29.72,28.02,41.26,-4.05,37.28,-400.00
F,L,-0.20,-0.37,0.64,137.94,57.01,7.87,-4.05,37.28,-400.00
F,L,-0.15,-0.26,1.04,167.30,60.73,-39.98,-2.72,36.98,-400.00
F,L,-0.05,-0.00,1.13,37.11,48.83,-45.41,-2.72,36.98,-400.00
F,L,0.03,0.07,0.66,-3.97,22.34,-29.05,-2.72,36.98,-400.00
F,L,-0.04,-0.05,1.01,74.46,22.89,0.79,-2.72,36.98,-400.00
F,L,-0.07,-0.13,1.00,53.59,30.27,6.41,-3.15,37.79,-400.00
F,L,-0.05,-0.10,1.18,20.20,35.58,0.67,-3.15,37.79,-400.00
F,L,-0.02,-0.01,1.06,-19.04,3.97,3.11,-3.15,37.79,-400.00
F,L,0.00,0.01,0.97,-3.17,-29.85,19.78,-2.32,37.27,-400.00
F,L,-0.01,-0.09,0.84,11.84,-33.63,28.08,-2.32,37.27,-400.00
F,L,-0.02,-0.23,0.77,13.49,-17.88,33.63,-2.32,37.27,-400.00
F,L,0.00,-0.31,0.73,32.53,8.85,22.28,-2.28,37.82,-400.00
F,L,-0.02,-0.30,0.95,57.50,41.69,6.59,-2.28,37.82,-400.00
F,L,-0.01,-0.24,1.15,2.75,27.40,0.37,-2.28,37.82,-400.00
F,L,0.00,-0.17,0.99,-10.99,3.54,-5.68,-2.28,37.82,-400.00
F,L,0.00,-0.11,1.11,-6.84,-13.61,-1.34,-2.45,37.08,-400.00
F,L,0.01,-0.13,0.98,-35.03,-14.71,3.66,-2.45,37.08,-400.00
F,L,-0.01,-0.20,1.03,-52.55,-13.18,9.89,-2.45,37.08,-400.00
F,L,-0.02,-0.17,0.81,-101.32,-19.65,4.09,-2.29,37.16,-400.00
F,L,-0.01,-0.12,0.74,-87.04,-13.18,-1.04,-2.29,37.16,-400.00
F,L,-0.01,-0.01,0.79,-77.88,-3.11,-0.73,-2.29,37.16,-400.00
F,L,-0.00,0.06,1.07,-81.48,33.20,4.82,-2.29,37.16,-400.00
F,L,0.03,0.05,1.11,-94.36,28.63,14.40,-3.27,36.98,-400.00
F,L,0.03,0.02,1.22,-77.39,-2.81,21.30,-3.27,36.98,-400.00
F,L,0.04,0.04,1.50,-118.10,-23.93,21.55,-3.27,36.98,-400.00
F,L,0.07,0.08,1.22,-256.65,-57.80,26.79,-1.79,36.63,-400.00
F,L,-0.02,0.09,0.86,-319.70,-64.27,35.10,-1.79,36.63,-400.00
F,L,-0.09,0.11,0.63,-319.64,-57.98,32.29,-1.79,36.63,-400.00
F,L,-0.13,0.24,0.51,-232.85,-33.57,14.65,-1.56,34.17,-400.00
F,L,-0.10,0.29,0.79,-155.21,-7.02,-6.29,-1.56,34.17,-400.00
F,L,-0.11,0.31,0.76,-159.12,9.89,-27.77,-1.56,34.17,-400.00
F,L,-0.03,0.40,0.57,-139.28,16.60,-36.50,-1.56,34.17,-400.00
F,L,-0.06,0.55,0.46,-7.45,22.28,-33.57,-2.14,33.94,-400.00
F,L,-0.05,0.54,0.81,133.79,27.53,-22.52,-2.14,33.94,-400.00
F,L,-0.07,0.48,0.79,157.41,19.78,-15.99,-2.14,33.94,-400.00
F,L,-0.04,0.40,0.97,209.84,21.18,-17.76,-2.06,35.08,-400.00
F,L,-0.01,0.34,0.76,202.45,19.71,-16.17,-2.06,35.08,-400.00
F,L,0.03,0.25,1.09,273.86,28.44,-10.38,-2.06,35.08,-400.00
F,L,0.02,0.27,1.37,263.12,34.36,-8.12,-2.06,35.08,-400.00
F,L,-0.02,0.24,1.28,117.37,24.35,-1.28,-2.40,36.57,-400.00
F,L,-0.03,0.17,0.84,53.59,-0.92,0.12,-2.40,36.57,-400.00
F,L,-0.02,0.13,0.74,140.99,-8.42,-1.10,-2.40,36.57,-400.00
F,L,0.01,0.10,1.14,164.73,-0.06,-1.77,-2.06,37.28,-400.00
F,L,0.01,0.11,1.17,64.39,16.17,0.85,-2.06,37.28,-400.00
F,L,0.02,0.07,0.90,10.62,9.83,7.39,-2.06,37.28,-400.00
F,L,0.02,0.03,0.91,37.90,-4.52,13.12,-2.06,37.28,-400.00
F,L,-0.04,-0.05,0.83,84.17,-7.75,10.07,-2.64,36.77,-400.00
F,L,0.01,-0.06,0.87,119.02,-0.43,-1.53,-2.64,36.77,-400.00
F,L,0.06,-0.11,0.94,130.98,12.51,-2.69,-2.64,36.77,-400.00
F,L,0.06,-0.13,1.02,128.17,17.88,-1.16,-2.66,36.88,-400.00
F,L,0.04,-0.19,0.76,117.80,20.75,-2.44,-2.66,36.88,-400.00
F,L,0.03,-0.23,0.90,187.62,24.54,-6.47,-2.66,36.88,-400.00
F,L,0.05,-0.24,1.01,194.27,26.61,-7.08,-2.87,35.97,-400.00
F,L,0.08,-0.27,1.02,168.64,25.39,-4.88,-2.87,35.97,-400.00
F,L,0.11,-0.32,0.90,159.06,16.11,5.92,-2.87,35.97,-400.00
F,L,0.14,-0.29,1.26,170.29,10.19,24.41,-2.87,35.97,-400.00
F,L,0.11,-0.26,1.52,108.34,13.31,47.30,-2.36,35.07,-400.00
F,L,0.07,-0.45,1.28,-106.26,5.43,50.05,-2.36,35.07,-400.00
F,L,0.09,-0.49,1.32,-187.44,-32.35,37.35,-2.36,35.07,-400.00
F,L,0.10,-0.37,1.22,-297.12,-66.65,23.44,-1.67,35.91,-400.00
F,L,0.09,-0.29,0.88,-346.19,-75.56,21.61,-1.67,35.91,-400.00
F,L,0.04,-0.13,0.56,-271.91,-70.13,23.07,-1.67,35.91,-400.00
F,L,0.03,-0.01,1.04,-203.37,-35.22,22.95,-1.67,35.91,-400.00
F,L,0.03,0.02,0.96,-263.31,-17.58,25.45,-1.78,35.94,-400.00
F,L,0.02,0.06,0.57,-230.41,-16.36,26.43,-1.78,35.94,-400.00
F,L,-0.06,0.06,0.61,-76.90,-12.33,21.18,-1.78,35.94,-400.00
F,L,-0.07,0.00,0.52,57.68,-1.46,0.49,-0.99,35.84,-400.00
F,L,-0.04,-0.00,0.60,193.73,21.12,-21.30,-0.99,35.84,-400.00
F,L,0.05,-0.05,0.64,232.06,29.97,-26.12,-0.99,35.84,-400.00
F,L,0.07,-0.05,1.18,288.82,49.38,-24.05,-1.92,36.00,-400.00
F,L,0.02,-0.06,1.13,187.19,44.56,-14.89,-1.92,36.00,-400.00
F,L,-0.01,-0.07,1.11,154.30,35.77,-11.90,-1.92,36.00,-400.00
F,L,0.04,-0.05,1.38,99.85,19.47,-4.88,-1.92,36.00,-400.00
F,L,0.05,-0.12,1.08,-13.18,-5.19,8.79,-2.11,35.45,-400.00
F,L,0.03,-0.17,0.93,-6.90,-20.14,14.04,-2.11,35.45,-400.00
F,L,0.02,-0.24,0.86,16.24,-18.31,10.80,-2.11,35.45,-400.00
F,L,0.03,-0.17,1.12,14.10,-1.89,0.43,-2.32,35.62,-400.00
F,L,0.04,-0.04,1.30,-79.71,7.57,1.59,-2.32,35.62,-400.00
F,L,0.06,-0.00,1.31,-200.38,-8.42,17.64,-2.32,35.62,-400.00
F,L,0.03,0.01,1.16,-229.55,-20.45,26.18,-2.32,35.62,-400.00
F,L,0.01,0.05,0.94,-222.05,-35.58,35.71,-1.43,35.33,-400.00
F,L,-0.01,0.08,0.91,-185.36,-39.18,36.87,-1.43,35.33,-400.00
F,L,-0.01,0.09,0.83,-176.64,-37.72,35.34,-1.43,35.33,-400.00
F,L,-0.02,0.13,0.83,-150.02,-23.38,30.52,-1.37,35.02,-400.00
F,L,-0.04,0.21,0.95,-147.40,-4.03,23.44,-1.37,35.02,-400.00
F,L,-0.06,0.25,0.77,-158.45,0.98,17.58,-1.37,35.02,-400.00
F,L,-0.09,0.26,0.65,-130.49,1.59,12.51,-1.37,35.02,-400.00
F,L,-0.07,0.21,0.45,-0.06,0.06,4.33,-1.05,33.83,-400.00
F,L,-0.09,0.06,0.44,174.32,11.35,-8.61,-1.05,33.83,-400.00
F,L,-0.04,-0.01,0.49,330.14,38.70,-32.10,-1.05,33.83,-400.00
F,L,0.04,-0.05,0.77,365.48,50.78,-38.27,-2.00,34.91,-400.00
F,L,0.06,-0.18,0.82,418.58,61.89,-38.27,-2.00,34.91,-400.00
F,L,0.13,-0.24,1.41,455.81,68.48,-33.20,-2.00,34.91,-400.00
F,L,0.12,-0.15,1.89,386.66,70.19,-26.31,-2.15,34.92,-400.00
F,L,0.11,-0.14,1.42,49.32,39.25,-2.44,-2.15,34.92,-400.00
F,L,0.08,-0.22,1.32,-31.01,-11.23,16.36,-2.15,34.92,-400.00
F,L,0.08,-0.24,1.14,-124.51,-45.10,22.03,-2.15,34.92,-400.00
F,L,0.09,-0.22,0.93,-166.02,-50.11,23.99,-1.61,35.25,-400.00
F,L,0.06,-0.18,0.81,-162.78,-34.36,26.12,-1.61,35.25,-400.00
F,L,0.06,-0.07,1.24,-161.87,-8.54,25.02,-1.61,35.25,-400.00
F,L,0.05,-0.04,1.22,-264.16,-15.75,29.30,-1.75,35.88,-400.00
F,L,0.01,0.03,0.75,-265.20,-25.51,32.71,-1.75,35.88,-400.00
F,L,0.01,0.06,0.74,-132.75,-31.13,33.94,-1.75,35.88,-400.00
F,L,0.01,0.12,1.09,-92.22,-11.72,27.04,-1.75,35.88,-400.00
F,L,-0.00,0.14,0.94,-127.26,-11.05,25.02,-1.40,34.89,-400.00
F,L,-0.00,0.17,0.76,-104.37,-13.00,22.64,-1.40,34.89,-400.00
F,L,-0.06,0.11,0.63,-31.37,-8.79,18.31,-1.40,34.89,-400.00
F,L,-0.08,0.06,0.50,82.40,5.55,-1.46,-0.70,34.20,-400.00
F,L,-0.07,-0.01,0.48,156.37,16.78,-14.40,-0.70,34.20,-400.00
F,L,0.01,-0.09,0.65,307.86,40.28,-35.16,-0.70,34.20,-400.00
F,L,0.07,-0.18,0.97,395.81,57.80,-41.81,-1.70,35.60,-400.00
F,L,0.10,-0.16,1.35,328.00,68.79,-35.10,-1.70,35.60,-400.00
F,L,0.11,-0.08,1.62,207.28,61.58,-24.90,-1.70,35.60,-400.00
F,L,0.06,-0.11,1.28,30.27,20.51,-3.60,-1.70,35.60,-400.00
F,L,0.06,-0.17,1.20,-15.81,-26.12,9.28,-1.60,35.17,-400.00
F,L,0.06,-0.20,1.03,-44.98,-39.06,12.39,-1.60,35.17,-400.00
F,L,0.06,-0.18,1.03,-72.57,-36.25,14.71,-1.60,35.17,-400.00
F,L,0.05,-0.12,1.11,-162.29,-12.02,17.46,-0.83,34.41,-400.00
F,L,0.06,-0.08,0.89,-231.57,-4.03,23.68,-0.83,34.41,-400.00
F,L,0.04,-0.02,0.78,-209.29,-7.45,27.16,-0.83,34.41,-400.00
F,L,0.02,0.06,1.35,-127.08,-12.39,29.54,-0.83,34.41,-400.00
F,L,0.02,0.12,1.07,-237.18,-28.32,30.27,-1.27,34.48,-400.00
F,L,0.02,0.16,0.88,-225.77,-33.94,34.18,-1.27,34.48,-400.00
F,L,0.01,0.22,0.91,-200.20,-31.07,36.44,-1.27,34.48,-400.00
F,L,-0.02,0.24,0.90,-201.42,-20.32,36.25,-0.28,33.57,-400.00
F,L,-0.06,0.25,0.58,-189.94,-10.74,29.36,-0.28,33.57,-400.00
F,L,-0.07,0.25,0.46,-138.79,-5.74,23.50,-0.28,33.57,-400.00
F,L,-0.11,0.17,0.46,25.15,8.00,5.74,-0.28,33.57,-400.00
F,L,-0.07,0.12,0.62,156.31,25.45,-24.17,-0.12,33.18,-400.00
F,L,-0.06,0.01,0.53,266.54,36.38,-48.95,-0.12,33.18,-400.00
F,L,0.03,0.02,0.77,340.94,47.97,-58.78,-0.12,33.18,-400.00
F,L,0.15,0.13,1.47,367.74,66.16,-61.46,-0.90,34.36,-400.00
F,L,0.12,0.22,1.47,159.79,44.92,-34.36,-0.90,34.36,-400.00
F,L,0.10,0.20,1.28,30.46,9.77,-2.01,-0.90,34.36,-400.00
F,L,0.07,0.09,1.09,13.85,-3.60,9.16,-0.57,34.30,-400.00
F,L,0.04,-0.04,0.86,12.45,-12.27,16.91,-0.57,34.30,-400.00
F,L,0.03,-0.11,0.89,46.88,-1.53,7.75,-0.57,34.30,-400.00
F,L,0.06,-0.08,1.05,53.28,7.51,0.31,-0.57,34.30,-400.00
F,L,0.08,0.01,1.06,4.21,15.63,-5.43,-1.32,34.70,-400.00
F,L,0.08,0.06,1.14,-15.93,7.45,2.32,-1.32,34.70,-400.00
F,L,0.06,0.05,1.15,-34.91,-6.84,12.45,-1.32,34.70,-400.00
F,L,0.05,0.03,1.13,-44.01,-13.73,15.26,-0.79,34.41,-400.00
F,L,0.06,0.06,1.17,-75.32,-27.16,18.01,-0.79,34.41,-400.00
F,L,0.06,0.08,0.83,-122.92,-34.06,23.25,-0.79,34.41,-400.00
F,L,0.04,0.09,0.77,-81.24,-18.98,28.08,-0.79,34.41,-400.00
F,L,-0.01,0.05,0.69,-51.27,-9.83,27.59,-0.70,34.03,-400.00
F,L,-0.04,-0.02,0.63,23.32,6.65,15.08,-0.70,34.03,-400.00
F,L,-0.00,-0.07,0.77,127.08,23.32,-5.37,-0.70,34.03,-400.00
F,L,0.00,-0.06,0.92,160.83,28.75,-14.53,-1.16,34.31,-400.00
F,L,0.03,-0.02,0.92,160.40,30.88,-27.89,-1.16,34.31,-400.00
F,L,0.06,-0.05,0.87,186.95,30.70,-26.18,-1.16,34.31,-400.00
F,L,0.09,-0.07,1.25,201.11,33.75,-16.54,-2.27,34.81,-400.00
F,L,0.09,-0.11,1.21,153.81,29.05,-10.68,-2.27,34.81,-400.00
F,L,0.09,-0.15,1.19,80.08,10.74,-0.85,-2.27,34.81,-400.00
F,L,0.08,-0.19,1.05,6.65,-4.46,7.87,-2.27,34.81,-400.00
F,L,0.07,-0.21,0.92,-9.58,-7.26,9.16,-1.68,34.13,-400.00
F,L,0.05,-0.20,0.96,-6.90,-5.74,7.51,-1.68,34.13,-400.00
F,L,0.07,-0.18,0.78,-6.96,-4.76,5.07,-1.68,34.13,-400.00
F,L,0.08,-0.22,0.82,47.42,-0.85,5.86,-1.56,34.30,-400.00
F,L,0.09,-0.24,0.87,62.07,5.74,5.68,-1.56,34.30,-400.00
F,L,0.10,-0.23,1.17,47.67,20.26,2.75,-1.56,34.30,-400.00
F,L,0.14,-0.15,1.35,-52.31,12.39,6.65,-1.56,34.30,-400.00
F,L,0.14,-0.11,1.14,-154.24,-17.76,23.50,-1.73,34.99,-400.00
F,L,0.10,-0.12,1.09,-171.75,-31.86,32.35,-1.73,34.99,-400.00
F,L,0.04,-0.15,0.83,-192.75,-45.10,37.84,-1.73,34.99,-400.00
F,L,-0.00,-0.13,0.64,-136.78,-32.90,25.88,-1.20,34.16,-400.00
F,L,0.01,-0.09,0.74,-64.15,-6.71,9.40,-1.20,34.16,-400.00
F,L,0.04,-0.04,0.82,-51.15,0.55,5.07,-1.20,34.16,-400.00
F,L,0.02,-0.02,0.79,-7.02,8.06,-1.59,-1.20,34.16,-400.00
F,L,0.03,-0.02,0.85,56.58,10.80,-9.40,-0.74,34.19,-400.00
F,L,0.03,-0.02,0.83,81.67,9.89,-28.81,-0.74,34.19,-400.00
F,L,0.06,-0.04,0.90,133.91,15.87,-17.88,-0.74,34.19,-400.00
F,L,0.09,-0.03,1.16,142.82,19.90,-15.14,-1.56,34.56,-400.00
F,L,0.08,-0.05,1.06,62.81,12.27,-4.82,-1.56,34.56,-400.00
F,L,0.08,-0.07,1.04,41.32,9.16,0.06,-1.56,34.56,-400.00
F,L,0.07,-0.09,1.17,9.09,4.70,5.49,-1.16,34.59,-400.00
F,L,0.06,-0.06,1.09,-48.03,-3.30,7.81,-1.16,34.59,-400.00
F,L,0.07,-0.04,1.10,-71.53,-17.40,13.31,-1.16,34.59,-400.00
F,L,0.09,-0.03,1.08,-92.90,-24.17,18.13,-1.16,34.59,-400.00
F,L,0.06,-0.04,0.99,-123.35,-26.31,25.88,-0.94,33.91,-400.00
F,L,0.05,0.00,1.06,-152.53,-16.42,25.57,-0.94,33.91,-400.00
F,L,0.03,0.04,1.03,-176.70,-13.85,24.17,-0.94,33.91,-400.00
F,L,0.02,0.09,0.77,-182.56,-19.84,22.52,-0.38,33.39,-400.00
F,L,0.01,0.10,0.69,-95.21,-14.04,19.35,-0.38,33.39,-400.00
F,L,-0.00,0.06,0.75,-11.35,-0.37,10.13,-0.38,33.39,-400.00
F,L,-0.00,0.04,0.75,14.89,8.00,1.46,-0.38,33.39,-400.00
F,L,0.01,0.07,0.78,66.59,22.22,-15.87,-0.44,34.14,-400.00
F,L,0.02,0.07,0.68,127.81,28.81,-26.92,-0.44,34.14,-400.00
F,L,0.02,0.03,0.67,233.40,34.42,-30.46,-0.44,34.14,-400.00
F,L,0.10,-0.03,1.03,267.94,39.73,-30.58,-1.00,34.20,-400.00
F,L,0.12,-0.04,1.24,213.07,44.86,-23.38,-1.00,34.20,-400.00
F,L,0.11,-0.06,1.28,112.55,36.56,-13.24,-1.00,34.20,-400.00
F,L,0.12,-0.05,1.40,70.01,26.55,-3.48,-1.64,34.18,-400.00
F,L,0.13,-0.03,1.25,-40.47,-1.77,3.54,-1.64,34.18,-400.00
F,L,0.12,-0.05,1.06,-83.86,-23.86,17.70,-1.64,34.18,-400.00
F,L,0.09,-0.09,1.05,-87.46,-28.02,24.35,-1.64,34.18,-400.00
F,L,0.07,-0.08,1.01,-102.91,-24.41,23.44,-1.44,34.07,-400.00
F,L,0.07,0.01,1.04,-132.75,-18.01,19.71,-1.44,34.07,-400.00
F,L,0.07,0.09,0.99,-177.55,-15.69,22.46,-1.44,34.07,-400.00
F,L,0.06,0.11,0.88,-165.65,-16.60,29.79,-0.22,33.90,-400.00
F,L,0.01,0.10,0.76,-125.92,-15.81,30.64,-0.22,33.90,-400.00
F,L,0.02,0.12,1.00,-56.76,-11.78,21.36,-0.22,33.90,-400.00
F,L,0.03,0.16,0.83,-78.61,-7.69,11.84,-0.22,33.90,-400.00
F,L,0.01,0.16,0.71,-63.90,-4.94,6.53,-0.17,33.68,-400.00
F,L,-0.03,0.08,0.56,34.73,1.16,1.53,-0.17,33.68,-400.00
F,L,0.00,0.01,0.69,149.35,17.64,-16.54,-0.17,33.68,-400.00
F,L,0.03,-0.08,0.56,228.21,37.84,-33.87,-0.11,34.22,-400.00
F,L,0.10,-0.11,0.84,291.50,48.58,-40.53,-0.11,34.22,-400.00
F,L,0.12,0.02,1.53,260.44,61.22,-41.32,-0.11,34.22,-400.00
F,L,0.14,0.08,1.36,66.65,37.23,-23.38,-0.11,34.22,-400.00
F,L,0.13,0.07,1.31,-9.03,-6.59,1.59,-1.09,34.30,-400.00
F,L,0.11,0.03,1.28,-42.24,-25.33,12.15,-1.09,34.30,-400.00
F,L,0.10,-0.04,0.87,-114.07,-40.83,26.37,-1.09,34.30,-400.00
F,L,0.04,-0.11,0.72,-69.03,-29.30,28.02,-0.72,34.99,-400.00
F,L,0.05,-0.09,0.91,-40.89,-13.49,13.55,-0.72,34.99,-400.00
F,L,0.06,0.01,1.00,-73.91,13.24,8.61,-0.72,34.99,-400.00
F,L,0.07,0.12,1.12,-93.20,10.80,7.87,-0.45,34.38,-400.00
F,L,0.07,0.16,1.01,-112.67,-8.36,16.30,-0.45,34.38,-400.00
F,L,0.05,0.15,0.90,-103.45,-15.69,21.42,-0.45,34.38,-400.00
F,L,0.05,0.10,0.99,-47.61,-17.58,23.32,-0.45,34.38,-400.00
F,L,0.05,0.13,1.01,-66.96,-11.84,16.17,0.16,33.95,-400.00
F,L,0.05,0.15,0.92,-77.58,-10.50,12.76,0.16,33.95,-400.00
F,L,0.00,0.15,0.72,-50.96,-8.85,10.93,0.16,33.95,-400.00
F,L,-0.02,0.09,0.70,44.01,-2.01,2.20,-0.05,34.20,-400.00
F,L,0.00,0.04,0.78,115.78,9.83,-12.94,-0.05,34.20,-400.00
F,L,0.02,0.04,0.82,135.31,16.48,-25.70,-0.05,34.20,-400.00
F,L,0.07,0.08,1.05,155.82,26.31,-29.05,-0.05,34.20,-400.00
F,L,0.10,0.16,1.20,102.29,24.84,-23.44,-0.24,34.44,-400.00
F,L,0.07,0.12,1.00,40.41,7.63,-4.27,-0.24,34.44,-400.00
F,L,0.07,0.08,1.00,43.15,0.12,3.72,-0.24,34.44,-400.00
F,L,0.06,-0.01,0.99,38.57,-4.82,9.70,-0.65,33.69,-400.00
F,L,0.05,-0.06,0.87,40.71,-4.58,6.59,-0.65,33.69,-400.00
F,L,0.04,-0.07,0.86,58.47,4.70,-0.55,-0.65,33.69,-400.00
F,L,0.05,-0.08,0.85,69.34,12.21,-4.09,-0.12,34.08,-400.00
F,L,0.07,-0.10,0.88,100.95,22.83,-8.67,-0.12,34.08,-400.00
F,L,0.07,-0.11,1.11,123.05,23.44,-12.70,-0.12,34.08,-400.00
F,L,0.09,-0.09,1.22,104.43,5.49,-11.60,-0.12,34.08,-400.00
F,L,0.11,-0.08,0.94,31.62,6.23,-6.77,-0.65,33.35,-400.00
F,L,0.10,-0.13,0.93,65.06,-5.74,3.11,-0.65,33.35,-400.00
F,L,0.10,-0.20,0.97,55.05,1.46,8.24,-0.65,33.35,-400.00
F,L,0.08,-0.23,0.97,38.88,8.00,8.12,-0.57,33.02,-400.00
F,L,0.10,-0.20,1.10,9.95,14.40,1.34,-0.57,33.02,-400.00
F,L,0.12,-0.14,1.01,-28.38,3.11,2.14,-0.57,33.02,-400.00
F,L,0.12,-0.14,1.01,-25.45,-10.19,10.80,-0.57,33.02,-400.00
F,L,0.10,-0.15,1.05,-42.66,-11.72,13.67,-0.40,32.42,-400.00
F,L,0.09,-0.13,1.04,-67.14,-8.97,13.79,-0.40,32.42,-400.00
F,L,0.09,-0.08,1.13,-100.52,-13.18,14.47,-0.40,32.42,-400.00
F,L,0.08,-0.06,1.06,-125.85,-25.27,18.43,0.24,33.35,-400.00
F,L,0.05,-0.06,0.73,-115.54,-32.59,20.32,0.24,33.35,-400.00
F,L,0.04,-0.05,0.85,-49.93,-28.69,18.74,0.24,33.35,-400.00
F,L,0.02,-0.05,0.71,-44.86,-5.07,11.29,0.24,33.35,-400.00
F,L,0.02,-0.02,0.78,-20.75,5.68,6.29,0.71,33.83,-400.00
F,L,0.05,0.01,0.85,10.44,13.49,1.04,0.71,33.83,-400.00
F,L,0.05,-0.02,0.85,46.51,17.15,1.04,0.71,33.83,-400.00
F,L,0.06,-0.06,0.84,99.91,17.58,-3.23,-0.15,33.52,-400.00
F,L,0.06,-0.10,0.99,114.69,18.62,-6.59,-0.15,33.52,-400.00
F,L,0.09,-0.11,0.96,109.44,17.33,-13.73,-0.15,33.52,-400.00
F,L,0.11,-0.12,0.98,121.28,10.80,-15.01,-0.21,32.70,-400.00
F,L,0.10,-0.12,1.06,117.43,10.07,-10.19,-0.21,32.70,-400.00
F,L,0.10,-0.14,0.95,61.52,11.17,-6.71,-0.21,32.70,-400.00
F,L,0.11,-0.17,1.08,42.18,15.20,-1.59,-0.21,32.70,-400.00
F,L,0.12,-0.17,1.09,-5.92,9.95,2.20,-0.67,33.50,-400.00
F,L,0.12,-0.15,1.10,-22.89,3.85,4.64,-0.67,33.50,-400.00
F,L,0.14,-0.09,1.28,-62.19,-8.30,10.99,-0.67,33.50,-400.00
F,L,0.13,-0.05,1.19,-156.49,-19.47,23.56,-0.11,34.02,-400.00
F,L,0.11,-0.04,1.08,-195.92,-30.21,34.61,-0.11,34.02,-400.00
F,L,0.09,-0.06,0.79,-173.16,-33.57,37.23,-0.11,34.02,-400.00
F,L,0.03,-0.06,0.91,-106.87,-25.51,31.56,-0.11,34.02,-400.00
F,L,0.01,-0.02,0.77,-95.09,-12.57,14.83,0.62,33.70,-400.00
F,L,0.01,0.01,0.66,-68.73,-6.23,1.34,0.62,33.70,-400.00
F,L,0.03,0.02,0.80,30.70,-0.24,-3.78,0.62,33.70,-400.00
F,L,0.05,0.04,0.85,53.28,13.43,-10.86,0.38,32.87,-400.00
F,L,0.05,0.01,0.79,85.88,19.90,-12.94,0.38,32.87,-400.00
F,L,0.06,-0.03,0.82,114.87,21.61,-12.82,0.38,32.87,-400.00
F,L,0.07,-0.14,0.81,166.20,25.15,-15.20,0.38,33.18,-400.00
F,L,0.09,-0.12,1.24,177.61,33.08,-22.46,0.21,33.18,-400.00
F,L,0.11,-0.10,1.17,82.64,23.74,-20.32,0.21,33.18,-400.00
F,L,0.09,-0.10,0.94,78.49,14.71,-15.81,0.21,33.18,-400.00
F,L,0.12,-0.15,1.00,106.99,3.23,-8.36,-0.04,32.54,-400.00
F,L,0.12,-0.14,1.19,49.26,9.70,-1.59,-0.04,32.54,-400.00
F,L,0.11,-0.16,1.04,-22.09,11.41,7.39,-0.04,32.54,-400.00
F,L,0.12,-0.18,1.13,-27.71,6.47,10.07,0.01,32.64,-400.00
F,L,0.14,-0.15,1.27,-70.92,-8.79,12.70,0.01,32.64,-400.00
F,L,0.12,-0.09,0.97,-136.41,-23.99,19.41,0.01,32.64,-400.00
F,L,0.10,-0.09,0.85,-128.05,-28.81,23.50,0.01,32.64,-400.00
F,L,0.06,-0.10,0.91,-78.98,-25.76,25.27,0.23,32.82,-400.00
F,L,0.05,-0.08,0.89,-78.25,-12.63,17.46,0.23,32.82,-400.00
F,L,0.07,-0.05,0.92,-73.12,-5.68,11.60,0.23,32.82,-400.00
F,L,0.05,-0.00,0.84,-66.83,-4.76,11.23,0.16,32.75,-400.00
F,L,0.03,-0.04,0.72,-8.18,-2.26,10.44,0.16,32.75,-400.00
F,L,0.00,-0.11,0.66,75.56,5.25,0.06,0.16,32.75,-400.00
F,L,0.03,-0.13,0.69,148.93,23.62,-15.14,0.16,32.75,-400.00
F,L,0.08,-0.18,0.77,182.56,32.96,-19.59,0.44,32.75,-400.00
F,L,0.09,-0.28,0.87,235.23,45.29,-26.92,0.44,32.75,-400.00
F,L,0.12,-0.31,1.14,260.19,45.78,-34.61,0.44,32.75,-400.00
